
"Banco de México"

"Subastas y colocación de valores"
"Valores Gubernamentales"

"Fecha de consulta: 25/09/2026 12:51:32"

""

"Título","Valores gubernamentales Resultados de la subasta semanal, Tasa de rendimiento Cetes a 28 días"
"Periodo disponible","02/09/1982 - 24/09/2026"
"Periodicidad","Diaria"
"Cifra","Porcentajes"
"Unidad","Porcentajes"
"Base",""
"Aviso",""
"Tipo de información","Niveles"
"Fecha","SF43936"
12/05/2022,6.97
19/05/2022,6.93
26/05/2022,6.90
02/06/2022,7.01
09/06/2022,7.32
16/06/2022,7.15
23/06/2022,7.50
30/06/2022,7.56
07/07/2022,7.70
14/07/2022,7.55
21/07/2022,7.74
28/07/2022,8.05
04/08/2022,8.01
11/08/2022,8.30
18/08/2022,8.35
25/08/2022,8.35
01/09/2022,8.35
08/09/2022,8.55
15/09/2022,8.75
22/09/2022,8.61
29/09/2022,9.25
06/10/2022,9.00
13/10/2022,8.90
20/10/2022,8.80
27/10/2022,9.00
03/11/2022,9.40
10/11/2022,9.19
17/11/2022,9.37
24/11/2022,9.70
01/12/2022,9.68
08/12/2022,10.00
15/12/2022,9.80
22/12/2022,10.20
29/12/2022,10.10
05/01/2023,10.49
12/01/2023,10.46
19/01/2023,10.70
26/01/2023,10.80
02/02/2023,10.78
09/02/2023,10.82
16/02/2023,11.05
23/02/2023,11.04
02/03/2023,11.05
09/03/2023,11.19
16/03/2023,11.30
23/03/2023,11.28
30/03/2023,11.34
05/04/2023,11.28
13/04/2023,11.30
20/04/2023,11.30
27/04/2023,11.27
04/05/2023,11.40
11/05/2023,11.39
18/05/2023,11.25
25/05/2023,11.25
01/06/2023,11.20
08/06/2023,11.32
15/06/2023,11.15
22/06/2023,11.09
29/06/2023,11.02
06/07/2023,11.30
13/07/2023,11.29
20/07/2023,11.18
27/07/2023,11.09
03/08/2023,11.28
10/08/2023,11.25
17/08/2023,11.26
24/08/2023,10.96
31/08/2023,11.07
07/09/2023,11.00
14/09/2023,11.25
21/09/2023,11.00
28/09/2023,11.05
05/10/2023,11.05
12/10/2023,11.05
19/10/2023,10.95
26/10/2023,11.26
01/11/2023,11.09
09/11/2023,10.95
16/11/2023,10.87
23/11/2023,10.75
30/11/2023,10.78
07/12/2023,11.25
14/12/2023,11.25
21/12/2023,11.09
28/12/2023,11.26
04/01/2024,11.30
11/01/2024,11.28
18/01/2024,11.30
25/01/2024,11.28
01/02/2024,11.15
08/02/2024,11.06
15/02/2024,11.05
22/02/2024,11.00
29/02/2024,11.00
07/03/2024,11.00
14/03/2024,11.18
21/03/2024,10.99
27/03/2024,10.90
04/04/2024,10.88
11/04/2024,10.92
18/04/2024,11.04
25/04/2024,11.04
02/05/2024,10.95
09/05/2024,11.03
16/05/2024,10.95
23/05/2024,11.00
30/05/2024,11.03
06/06/2024,11.04
13/06/2024,11.00
20/06/2024,10.95
27/06/2024,10.88
04/07/2024,11.02
11/07/2024,10.90
18/07/2024,10.89
25/07/2024,10.87
01/08/2024,10.97
08/08/2024,10.86
15/08/2024,10.65
22/08/2024,10.65
29/08/2024,10.65
05/09/2024,10.51
12/09/2024,10.49
19/09/2024,10.40
26/09/2024,10.35
03/10/2024,10.30
10/10/2024,10.30
17/10/2024,10.21
24/10/2024,10.20
31/10/2024,10.20
07/11/2024,10.10
14/11/2024,10.10
21/11/2024,10.05
28/11/2024,9.95
05/12/2024,9.90
11/12/2024,9.95
19/12/2024,9.80
26/12/2024,9.74
02/01/2025,10.04
09/01/2025,9.88
16/01/2025,9.78
23/01/2025,9.75
30/01/2025,9.87
06/02/2025,9.65
13/02/2025,9.35
20/02/2025,9.37
27/02/2025,9.44
06/03/2025,9.15
13/03/2025,9.14
20/03/2025,9.10
27/03/2025,9.02
03/04/2025,8.80
10/04/2025,8.80
16/04/2025,9.00
24/04/2025,8.80
30/04/2025,8.65
08/05/2025,8.55
15/05/2025,8.40
22/05/2025,8.15
29/05/2025,8.12
05/06/2025,8.10
12/06/2025,8.10
19/06/2025,8.14
26/06/2025,8.00
03/07/2025,7.70
10/07/2025,7.85
17/07/2025,7.65
24/07/2025,7.65
31/07/2025,7.48
07/08/2025,7.50
14/08/2025,7.38
21/08/2025,7.40
28/08/2025,7.27
04/09/2025,7.35
11/09/2025,7.35
18/09/2025,7.25
25/09/2025,7.20
02/10/2025,7.19
09/10/2025,7.47
16/10/2025,7.40
23/10/2025,7.10
30/10/2025,7.10
06/11/2025,7.30
13/11/2025,7.05
20/11/2025,7.25
27/11/2025,7.15
04/12/2025,7.29
11/12/2025,7.25
18/12/2025,7.15
24/12/2025,7.04
31/12/2025,7.07
08/01/2026,7.07
15/01/2026,6.99
22/01/2026,7.00
29/01/2026,6.95
05/02/2026,6.90
12/02/2026,6.88
19/02/2026,6.84
26/02/2026,6.83
05/03/2026,6.81
12/03/2026,6.81
19/03/2026,6.81
26/03/2026,6.81
01/04/2026,6.64
09/04/2026,6.60
16/04/2026,6.60
23/04/2026,6.55
30/04/2026,6.50
07/05/2026,6.49
14/05/2026,6.54
21/05/2026,6.45
28/05/2026,6.38
04/06/2026,6.36
11/06/2026,6.25
18/06/2026,6.28
25/06/2026,6.28
02/07/2026,6.30
09/07/2026,6.29
16/07/2026,6.20
23/07/2026,6.18
30/07/2026,6.20
06/08/2026,6.17
13/08/2026,6.40
20/08/2026,6.15
27/08/2026,6.13
03/09/2026,6.49
10/09/2026,6.25
17/09/2026,6.25
24/09/2026,6.15

